sample_id,circuit,fault,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17
83,RC,drift,3.118892,2.019461196271479,1.8090640285215285,0.8975025704451719,0.0735175879396985,0.09165829145728643,-0.33807669114034933,-1.0747208705829525,52.368421052631575,147019.95440147276,135.43949518214828,242.416064058044,0.7554546108625894,815.6447046492465,0.005,1.5444178901572336,3.0282713541167134
84,RC,drift,3.063215,1.9772456609681015,1.769689674581511,0.8818723600934385,0.07399497487437187,0.09165829145728643,-0.32811246380853076,-1.0819986038707239,52.368421052631575,140827.22610401394,135.64324178390504,242.53941824752238,0.7599660171902088,781.900080763437,0.005,1.5492333909081306,2.9727839106981166
85,RC,drift,3.009258,1.9366976047965325,1.7319480507306348,0.866691157215176,0.07399497487437187,0.09165829145728643,-0.3187156618734213,-1.088662272978883,52.368421052631575,135009.97887895527,135.8366282848901,242.65634459043184,0.7642508719952494,750.1595224849252,0.005,1.5538089129387598,2.9190826271683434
86,RC,drift,2.956961,1.8977246797475826,1.6957429762532912,0.8519476032073185,0.07399497487437187,0.09165829145728643,-0.3098394394544863,-1.094778573085671,52.368421052631575,129539.17011474473,136.02037251544238,242.7672707310225,0.768325557927207,720.2717920246131,0.005,1.5581612188303875,2.867100239311146
87,RC,drift,2.906267,1.8602409505993236,1.6609854707277565,0.8376297871482172,0.07447236180904523,0.09165829145728643,-0.3014418651647002,-1.1004058124326506,52.368421052631575,124388.45099699355,136.19522681674502,242.87270737395934,0.7722050385687599,692.0992788573351,0.005,1.562306753360995,2.816770663700368
88,RC,drift,2.857116,1.8241662112075385,1.627593003941372,0.8237253059317575,0.07447236180904523,0.09165829145728643,-0.2934854304769229,-1.1055946945558723,52.368421052631575,119533.85960201567,136.36173067629753,242.97296735567153,0.7759027880434204,665.5164732222532,0.005,1.5662585911558369,2.7680294009438007
89,RC,drift,2.809453,1.7894253785425864,1.595488803014058,0.8102213677934249,0.07447236180904523,0.09165829145728643,-0.28593651669548126,-1.1103892924138403,52.368421052631575,114953.55246999256,136.52054247921012,243.0685154167564,0.7794311479011213,640.4086370744558,0.005,1.5700308231283633,2.7208137024528862
90,RC,drift,2.763222,1.75594855845778,1.5646017217471724,0.7971052579526373,0.0749497487437186,0.09165829145728643,-0.2787646471832934,-1.1148286448308637,52.368421052631575,110627.64348262509,136.67213950878423,243.15961090634707,0.7828013715377955,616.6710679899912,0.005,1.5736349374761245,2.6750628440385933
91,RC,drift,2.718368,1.7236703019484232,1.5348654996217688,0.7843642061502973,0.07447236180904523,0.09213567839195981,-0.2719424502351801,-1.1189466577618665,52.368421052631575,106537.96282203203,136.8169471336514,243.2465032665505,0.7860237382895944,594.2078619637936,0.005,1.5770811836388772,2.630718549831191
92,RC,drift,2.67484,1.6925294204937238,1.5062184399459173,0.7719856542732564,0.07447236180904523,0.09213567839195981,-0.2654447531412391,-1.122773998546561,52.368421052631575,102667.90142996534,136.9554700377307,243.32956659807843,0.7891077468467164,572.9311678473641,0.005,1.5803802094144566,2.5877244953033984
